"AKT1" "AKT2" "AKT3" "ARAF" "BAD" "BCL2A1" "BRAF" "CCNA1" "CCND1" "CD14" "CEBPA" "CEBPE" "CHUK" "CSF1R" "CSF2" "DUSP6" "EIF4EBP1" "FLT3" "GRB2" "HRAS" "IKBKB" "IL3" "ITGAM" "JUP" "KIT" "KRAS" "LEF1" "MAP2K1" "MAP2K2" "MAPK1" "MAPK3" "MPO" "MTOR" "MYC" "NFKB1" "NRAS" "PER2" "PIK3CA" "PIK3CB" "PIK3CD" "PIK3R1" "PIK3R2" "PIK3R3" "PIM1" "PIM2" "PML" "PPARD" "RAF1" "RARA" "RELA" "RPS6KB1" "RPS6KB2" "RUNX1" "RUNX1T1" "SOS1" "SOS2" "SPI1" "STAT3" "STAT5A" "STAT5B" "TCF7" "TCF7L1" "TCF7L2" "ZBTB16"
"Sample74" 9.39326614803709 7.59454241014292 5.26463120727397 9.79983531717012 7.95213632941726 11.9020137660397 7.16502446002817 11.2118761285448 4.88829266802323 5.86755363590499 11.1256747659168 7.52371574612111 8.98395164247861 8.16516428712113 4.13088184374062 11.6472241498347 10.338584759626 11.6837085105829 10.418982920759 8.83957000698149 7.90222906807307 0.590148445925919 9.3352332504853 9.31548621445766 9.94294960899247 11.0839661062837 6.5656839895812 10.9698042928418 9.31928288928085 9.28375249928934 9.49794400053367 13.0064365986441 7.89814353569819 12.6123262112793 10.9169486572008 9.14973507075598 8.4217262810724 8.64085283996712 7.88964957122177 8.97900629317347 11.3676549201719 7.79150346640597 3.07163893607907 8.9547248708224 8.56272964300869 7.25388187453535 6.94606877837678 10.3226162090069 7.08304428071103 8.68188472857306 9.03761459341834 7.65132308656982 8.34387959301806 3.40242478884978 7.00838551985131 8.60716047454135 8.39385370254439 10.2987793270372 10.3586636096594 8.3656537578226 6.56905160996043 2.89300973005057 6.16869225882927 8.70078754044279
"Sample75" 10.1142281914964 8.46136321940824 5.79533451506652 11.0406856068876 8.29391410120612 11.3697141782174 6.73016783679679 8.7559060702689 7.31150442429524 9.9604110009648 10.0143992195154 6.81279800860447 8.46183155305038 11.1614618359101 5.44055773904933 11.3850002926105 10.8121147830842 10.1449627972904 11.2490472024575 10.4969438913031 8.60445285276518 5.90519366567908 12.0144864535578 11.1842022533673 7.8470017089578 11.0661240396974 5.21464744634492 11.2910198922995 9.36259342448291 8.48020801975659 9.68177992057852 12.4165292197939 8.8366574629703 9.4822254433297 10.3920748396235 8.01449494691378 8.11858443058178 8.73627016130594 7.91293278552566 9.16860102358356 10.6263949313166 7.92221307294167 3.33204068719964 11.5709761380468 9.4516565621926 7.47359547746386 11.1273673818376 11.6001630256552 8.32853907509817 8.34421378096433 8.64845608968865 8.26842935924995 9.05562313798907 3.6069774283704 6.41156818810093 7.73941300725177 8.29782670685634 9.25531025974102 11.9458801605097 8.35561850867702 7.24342422211613 6.95593570885809 10.3129001965875 10.0184380269325
"Sample76" 9.84767805513423 7.95880411792798 5.55714923611625 10.5173261253147 7.94500054081391 7.55578755183291 7.60976194302005 11.8531199181167 2.66348652632057 4.01375288323885 12.2885294338991 8.26632149587449 9.73371707498456 9.220937337111 5.65320382438663 7.58801139252864 9.46646004098625 11.3526834809737 10.5259386498801 9.07217836311449 7.77790230023441 0.90464647097822 8.86540239802084 9.79332800079573 7.10653159049453 11.2506773247378 6.36322459215485 9.36875391461077 8.46715453362917 9.196197399237 9.22160712922283 13.96701532901 7.05856189852979 9.39319720997484 10.4846612836493 10.9898578674674 8.15783670912597 10.31636238019 9.13292709624625 9.0180718980446 11.2908731163351 7.43291250813068 2.34137258123792 9.09169865387507 9.55904319294403 6.69859457675472 5.85300782130729 11.4550500758157 7.54903574619092 9.20300433123614 9.28637080653971 8.16891943749062 8.46132994585635 3.56652725197881 6.14161859760717 9.18744041890443 7.82539257879797 10.9595286627113 11.4481584191782 7.964049944973 6.55189265142532 1.5537834743797 7.62324828437973 10.1008843687768
"Sample77" 8.81859511362064 7.99365964241844 7.13790773616345 9.33144884629045 7.60790262108614 9.9584023339596 7.99567977729967 8.58044203604548 3.99530142724042 9.71972459874939 9.36072417848231 8.6280536619147 8.98938576920749 7.58045222011549 3.36687354449462 9.51861861457646 9.57718290269786 11.523861889934 9.71905071100328 7.81637104393155 8.29939831481252 2.46370139859664 9.97702833851189 8.98213144888939 10.7002741657884 10.7467768132628 10.1116320686506 10.716043020455 9.28069345209543 9.98086814138777 9.20162522875232 6.84938606913297 8.04407825805714 12.3728727741929 10.1102636923822 9.07972179266503 7.70101560603177 9.7304674659948 7.56451824709705 8.61015370496767 11.9609227754986 8.21692038541603 8.00905474954535 10.5951678562708 9.56535748415362 7.4704104459626 9.66528539721952 10.1855943542083 7.03310502414517 7.84555479906464 10.0961526320415 7.72934347338135 8.01833143793258 2.62974009333545 7.98460418703841 8.38788014124729 7.24812117744898 9.63515344675181 9.49812025211726 7.95016718170103 9.74938109184675 5.82849114083994 8.18582484756097 9.20211086243082
"Sample78" 9.43675652714873 7.5103022342362 5.80892978601902 10.2936577266155 8.25976190222813 12.917966843848 7.36162372908683 5.01424895919168 5.8861484678943 7.5807370406792 8.08152429684245 8.79890193332867 8.55097257064222 7.25789425393558 4.64659202985575 12.3798008177948 11.2251480639218 10.1370467699866 10.2532571065075 8.35452133587583 7.65466680894401 1.91546076265228 11.3060242752605 10.6603973130185 8.95807250954201 10.5714609819847 4.79361536901963 10.7887418930801 9.3651890415089 9.07657535100859 9.46035488688566 13.9567216657431 7.33136414078365 11.9416498135565 11.1209080589411 10.4035351176113 8.45594230834666 9.19401688576592 9.21838981388114 9.11608082269295 9.96822431938399 7.9536249876311 4.85673436842027 10.2080529340454 8.61552325644799 7.14895580132292 7.61416031350518 10.7715536642148 7.67515384415174 8.23667149409197 9.55733626105773 7.98981096305063 8.40453404099495 8.83590618610734 6.96097130949553 9.1619951110228 8.24978048109977 10.0775308653261 10.7830842189047 8.48194682912249 8.08304379229143 4.33619705849881 8.26836741931899 8.01689802747364
"Sample79" 9.75929006081491 7.89862147751278 5.65039087930606 10.0786694113981 8.10782228054959 8.6516854110047 6.87806517106992 11.9087338688716 3.99394236990847 9.32179579395142 10.710587454343 7.96572934971166 8.8238144275807 9.18229083128302 2.67501629641984 11.5299468423468 10.4557963271862 12.564276500308 10.2787394255469 8.8468470943271 8.85769562337574 4.40225849838125 10.0705269411002 8.80675633395602 9.48751169049382 11.138701891183 7.31323181222133 10.8256388210973 9.30975423745206 10.1302972627049 8.99328924616344 11.8351952567487 8.20211049236956 12.8326184448527 10.1540106634143 8.34466130845654 7.85014504304534 8.66573803180134 8.38981637218127 9.74685883830919 10.3247047105832 7.61066141857115 5.08732191026546 11.6419943487024 9.11134947759699 7.54964543067548 7.69769742714622 10.3468207254846 6.9429146261757 7.46819953712926 9.32651463557861 7.59789005441127 8.07791691846303 2.61264036130674 7.04568467156632 8.22987860659917 7.3763552614135 9.68311971792461 10.712093907033 8.3644570749865 7.02858800315553 5.64906532246533 6.82981573539644 9.21463243952201
"Sample80" 9.22487296464584 7.86592954282975 5.19571170834533 9.91210911739406 7.56275300363837 8.84982029382241 7.25984266477074 5.93812001075637 4.96062768091068 9.24712805005064 12.4266724865091 7.05223126415501 9.07600725244312 8.90863702283644 2.42790193519243 10.1485415732533 10.2432249444227 10.0978205439072 10.2864057697197 8.19888372983816 8.28926521973097 1.48342043105187 10.3880331461277 9.4508215430891 10.6672527600474 10.3843852785907 7.31659011642826 10.4227798284453 8.92602185608453 9.56992330930326 8.71687908268447 13.3673939738651 8.24889702111903 11.1772623880029 10.0741113564208 9.43166347726851 7.82267512878119 9.36763009677121 7.16303495154996 9.29640898955956 10.8062797064951 8.03540392865444 2.95517202941867 9.57079576755484 8.91416942846028 7.6615095324593 7.19509773840823 10.4943499722723 6.55339599189704 7.56891305316756 9.52353546807177 7.36614348713001 7.03364122023284 3.23825049710396 7.62724566625603 8.33967448442763 6.47865603951069 9.91305077507779 10.9767605805784 8.65039052979784 6.65690531755938 4.76567955286315 7.23727409728707 10.2364632283323
"Sample81" 8.85658001211306 6.80816412021685 3.41531415518404 9.95364450846651 7.98029203840378 14.2101416691803 7.16974904359525 8.68769105434975 2.88274031572229 13.7487220625749 10.7935619663471 9.29503395456307 9.12320440104362 8.5203426849727 5.30183540161467 12.4626076035407 10.4940706187854 10.2134451662512 11.3156117062669 8.15812814394245 7.06130939369938 0.189126121669622 13.7978278677118 8.00585283182251 8.64149362405585 10.5487517992955 4.27210488968594 12.3626106258875 9.2211628492345 9.98098808432793 9.32023525142754 14.8090376744246 6.96285655530724 11.3887319019394 10.293500105443 10.1332363334976 8.24404740754723 8.39057872326433 8.51295984489778 8.32172528933454 9.89822233355677 7.22782615437508 2.81914672187408 9.72236154869234 8.58981378200886 6.67770147867599 7.32501842021463 10.4178119177329 7.35066440279691 7.71290246099873 8.52525660813376 7.56567828525008 7.36511041801677 3.09754586339188 5.29458569088521 9.09135604662197 8.55886109317703 10.3478031293821 9.69642299302213 8.18068400858711 4.77121650928918 3.42112142294365 7.53606436698634 8.65051789777095
"Sample82" 9.61337327851301 7.75331821772775 5.92399768980073 10.0294722352595 7.63913275910567 8.59922576692568 7.16288871961418 7.48430027048225 6.1793566969187 6.81921640903512 11.7241221053965 7.20210445650272 8.76660803420583 11.370277216403 2.35165967554607 11.5671815820752 10.0436700274657 12.1953137336845 10.3024999624453 8.9198576294983 8.81243590829408 1.75970529238876 9.89445347204193 9.59349061666947 11.0726629526219 10.6958806795582 6.13348885917048 9.94423449372393 9.63297826628122 9.84001693134203 9.05498798047819 10.138824834507 8.42380588571453 13.7254091716734 10.7129730445548 8.88667617277848 7.86288500110285 9.66136245736559 6.91642559261305 9.62795030590184 10.5989464790129 7.92770146706631 6.34605530736252 10.3198225010707 10.7151112146936 7.26877861937157 7.58540680539077 11.6998050357214 7.62955384411147 8.22003082153699 9.39657028883448 7.15139272447202 8.98165541938288 2.03867948192083 6.0501430385668 7.47017266700909 9.24202475566469 10.7618965160352 11.1664799004868 8.83201945222844 7.03415177556095 4.07347860848026 8.44455805265597 6.20521680652347
"Sample83" 9.76286659068104 7.74187808297871 6.72465953286486 9.97045858709992 7.97670871474084 8.87814333322768 6.43814863421422 4.92574447783482 2.49092430586119 5.61368293349709 8.48819846922885 3.8244743528379 9.57789688461773 6.63263191174554 3.00947923993221 10.5783591402653 10.0562048778978 11.2906533568358 9.89035025565878 8.73195994266664 8.39112510794882 0.945700879282376 10.0066352646267 10.8783133407677 7.63029937894199 10.8490290273635 8.56298440938498 10.7013220539396 9.69718639846743 9.26710054979485 8.91464904362024 9.97145676024056 8.8828850227604 9.43146606040376 10.3104323966972 9.64631468401539 8.20365923906646 9.21938007715386 7.48541278501767 8.68789990963298 10.9662501214346 7.15685503744993 6.04626265625782 8.19846950957035 7.3835780875126 7.50082476457873 6.44470995801943 10.6309197827351 6.94748041295911 8.24940166477618 9.62656491339286 7.41960711342759 8.24621083509332 2.04489459674166 6.98232358082959 8.28271271193518 7.15448420221623 10.5305716918657 11.7890436300478 9.13197364595722 8.84727187224449 1.90282060603708 8.62036665705334 7.54797678568785
"Sample84" 8.37450664684334 7.1975503943993 6.86449945081796 9.29218486487965 8.2694874007088 9.40805018647366 8.58033552862892 9.48423747305764 5.14746643215548 5.4491068225897 9.98840019267194 7.50267206798484 8.61115293738589 9.09244481589098 3.07998165784084 10.0964000851421 10.6989458272714 12.8833186260965 11.146048148437 8.88637989437502 8.13057298508055 2.53843785313724 11.6216121794282 8.5659340889449 7.06892585778915 10.7585023645788 7.34417045873542 11.531555996234 9.25180517360179 9.71645422662615 9.10085992359206 6.64809911681122 7.76781242567523 10.8466418147447 10.2690126553364 9.25904511439333 7.46336768127309 9.18525419709344 7.24875976169252 9.16418979891372 10.7736099327677 8.04307065615464 5.17531430098795 9.94889248505497 8.4486669519655 7.00766318866658 9.43626446623047 9.99026721576984 6.9377463722998 7.40518455469046 9.64866199690322 8.18530622824241 8.25433858757238 3.33590475342596 7.82820338090377 8.64425533855571 8.31546580372041 9.35039768804365 9.84436380465662 7.62836066462478 8.15434510721994 5.67024625811941 9.18702650899688 9.603859302428
"Sample85" 9.72855744167534 7.08890373281407 5.05463109345147 10.0748244279036 7.8348926177808 12.5200339021427 7.00218581809937 8.80432880029337 5.52428753353244 12.3268063734607 10.1942581987128 9.23297068183362 8.28992981261599 8.91869937257627 4.79535337345299 11.6565257269766 10.697067082096 9.11842940642093 11.5568498000815 8.63801142705423 7.54397580747532 0.96942850646196 12.7897919124976 6.02300979380046 7.55131306314783 10.5712849688569 6.24400424665381 11.0177173840631 8.91798963959951 9.81079777207534 10.0959171704011 11.0463389028469 7.87394949873091 9.22933845745814 9.72390790326253 9.04222665500844 7.52945166188793 7.58990761247012 6.50887986207274 8.77519491596066 9.73356768694773 7.81954877492169 6.77184401204165 11.1686497704954 10.0702915896921 7.06370144714586 9.08747771065564 10.2030858547467 7.31051133774293 7.57278519311503 9.70101054276752 7.6010933032848 7.28535696384528 2.35048755107807 6.51890606521223 7.50741114129083 9.27430267095773 10.0432519429979 10.6270297416437 7.99116558513625 8.6338458410028 5.79479764732103 7.95431368828667 8.14163517310233
"Sample86" 10.0170482731939 8.15791647018895 5.71588874120417 9.74327521696634 8.55825684893868 8.57805966384638 8.1641267176089 9.44610957673726 3.37839693215547 5.97378255882657 10.5793499675101 7.26385255808454 8.57855837365875 7.20442237277085 3.7132554643191 11.6359419747816 10.0329931427483 12.3425717830282 10.3261158282237 9.55207215209302 8.32031139998873 1.32693238828058 10.7253878166034 9.73872377145264 10.2192298849312 11.5951711645463 6.77128447508919 10.3153079633416 9.70938965615925 9.25645556333572 9.04623341985934 7.15530111755614 8.77997947971155 13.3141869825201 10.2933601040278 8.12543680108954 8.18278987818659 9.31397856245481 9.32858193307451 9.31502414967309 10.2312413017711 7.83684613022712 5.8323058231861 11.6876352064202 9.04927439329586 7.6941743931462 7.65093473454203 10.0300035568549 7.15041517105944 7.65828532921121 10.525201572612 7.80552568155717 8.56294797351991 2.40699213819683 7.45982308997894 8.04741946288173 7.55214909023935 10.0412879152041 10.9515874893351 8.31812949274736 6.02378736302068 2.67945380529561 7.88428782929084 7.78168930873353
"Sample87" 9.96655731968554 8.02978107608751 7.04930839377344 9.82223718535562 8.59945199277024 9.51581969878233 5.96070363427198 8.39254629825665 2.92420447729371 10.0519696800476 12.176341097943 6.52663340059699 8.03871680120232 10.2006865262377 4.53915238892865 11.3654078273777 9.85368005755667 12.7872492602064 10.8610109092391 8.34784604077307 8.59466156164026 0.995837560263182 9.44485218851581 9.51515669095278 10.5238674922888 11.1532300078694 8.39277037052873 10.5473593020848 8.93851577505948 9.42927454418033 9.47658904424174 10.0645214652762 7.97402760003834 13.3499497359733 10.6274704569171 9.09119665170056 7.5882192264994 9.40528286245692 6.610779643439 9.59804600552578 10.517422065404 8.0552163551325 6.11852385216812 10.2914945380878 10.365811129725 7.96955611803574 9.47526373871046 10.8065255212978 7.6568305332998 7.92764938334244 9.31562477602334 7.95621296664556 8.01154668521283 2.72343461190953 7.01306425994618 7.62171951720721 9.0042881550586 9.31454491221206 10.7402679154024 8.06183754717252 8.06326417437264 5.5052177972274 9.7350670545706 9.49033140353504
"Sample88" 9.79300313407752 7.01357484964307 6.62437196338948 9.90130400619733 7.49029149846106 10.7283689046746 7.80940803960088 9.1874411816115 2.43903060667353 13.1344558677679 11.2714050767025 9.59330140403523 8.96217336725832 11.7876622372451 3.64634192763669 12.2833986733071 10.4578973076598 11.1831505324349 10.8477403516335 8.39770952912947 8.12815089265318 1.91963490253374 11.0471809146276 11.0019619754257 11.7276898072087 11.2500026445427 6.60781219171721 11.4904017632301 8.85255706264685 10.1285749963094 9.47516837696855 14.2062134632745 7.92601331627868 12.0625115320378 10.8265925183514 9.00780825013856 8.14706643232017 9.29709708598536 7.60751185464624 9.06877099552416 10.132952850384 7.3606076296838 4.97312099954913 9.15916845288584 7.61751118358427 7.68428168580053 8.09075269490442 10.5569088143792 7.12893844007586 7.64414412272427 9.25124108852215 7.6714989923647 8.40978735376102 3.29819344895741 6.72370506122252 8.56911808473429 9.26807894988499 10.4135721201324 11.1294096417293 8.9281995894373 7.88428319907354 5.34201783672961 9.20108844511386 10.4055013490192
"Sample89" 9.81738264238398 8.05985819256949 5.79435457997418 9.78841551584292 7.80086054054224 10.4824892519999 6.91631081934181 10.8832392213893 4.07200380756566 9.58366800947703 9.85325076710334 6.23464823628407 8.89534507066854 8.99566276114544 1.96178378486118 11.3039043730044 9.81589166330601 12.2078686300849 10.8203175042338 9.59357950008333 8.24571540759552 1.10451470932452 9.91757747384037 8.88233518017657 9.76196243455077 11.7580964357227 8.60071464449096 11.5118736710231 9.55758592114928 9.32902621397034 8.92897541382727 11.574387156644 8.36908569332675 11.0332297090743 10.5121414021113 9.22405215159971 8.34416452627584 9.3028906961837 8.17698360356233 8.86374674439651 11.3787394967914 7.69784146460186 5.18817949404504 11.86467211422 9.02136784620148 7.37159382645953 7.49034263724882 10.4361074944032 7.57838901532396 8.7506458923973 9.5145091351262 8.20022621243864 8.00055489258692 2.50206307880445 6.92885844913573 8.30752560999057 9.07492395202087 10.5631716677117 10.4803813108174 8.50068296280998 9.28237098102986 4.78746009632022 8.83286115427234 10.8892934731834
"Sample90" 9.5779133758669 7.52104512320216 3.09008185514973 9.62364496793422 7.53490850261391 12.0546672283672 7.31669346114439 11.4644997217957 5.28992369911322 10.2032477685789 11.1438681290793 7.78737720676416 9.5112045266337 6.6643404292039 3.8594246334698 12.3960371411051 10.0835973794227 12.161462384329 10.4398427733792 9.2982813767179 8.67653030118911 2.84607232186169 11.8381368594152 8.48421434796377 8.19349359228075 11.2858693186494 6.56579235331948 10.7451241595742 8.05509154484035 9.7830503437531 9.47969565397771 10.8614153564115 8.20046517981004 13.2177242907107 9.99082733842681 8.33430041605644 8.38700437255716 9.36050814019473 10.2433860188595 9.26246121933965 10.6978925541766 8.38634290219547 4.49834121067466 12.758583146645 10.3733296509806 7.35153846723702 6.92126867230471 10.0048443937316 7.43472648286976 6.99659435936337 9.31575678383374 7.83470071284469 8.81921929462046 2.2541130820639 7.81930059542019 9.16778354380127 8.94611091927263 10.6223365180246 10.7607340599423 9.01889539735602 5.9235686314437 5.88001429126601 8.49311722588158 9.5100034205805
"Sample91" 8.47668353294512 7.16744572507887 4.90307506795326 9.70578395673877 7.4993231397457 10.3234620214765 7.87131557692409 4.76291373000887 6.04458600361792 8.49352875398997 10.582328308731 7.35035016780654 9.17885628501503 9.28046228507995 3.11768714191831 10.7981670491776 10.0878730947815 10.5919012553901 10.0128894285036 8.14607825093344 7.7470859447672 1.66867686611594 9.69172097637532 8.92777855368536 11.963736623129 11.5581751991682 5.90742998159386 10.1761390382576 8.08859129381354 9.72661837819355 9.0145831495167 9.25973968075208 7.83639405845766 12.6051897358694 10.5585322762237 8.7758498126669 8.8665992173617 8.90243361056101 8.42987459353526 8.74738918725377 10.0603148421459 7.73881051605528 3.90695306406685 10.4841352804357 8.44417813256313 7.75111653246973 7.41809773365867 10.0141998359201 6.78504689391594 6.73428831571749 9.30525585724249 7.26879508319871 7.63925181674935 2.76223641734687 7.42869226751343 7.67261611168624 6.93947030705439 10.056523135876 11.5335935502458 8.58356740247301 6.79490088310983 6.39024168584534 8.52451272991036 10.9402270971178
"Sample92" 8.76783753935644 7.27713082092629 5.4711289250544 10.3742560089929 8.45301912277792 13.5230715413105 8.28478970512058 7.19801559310438 3.14365202598462 10.8324743103652 10.2021827843632 8.84263662935904 8.03411588788906 7.63707005169913 2.9154394240879 12.0633607639008 9.84457864098775 10.3798728967828 10.1227376734467 7.46385522535878 8.24877420795726 2.62010913444038 13.148976209538 7.44235313356405 8.72269043800383 11.262319445037 8.13142356665089 11.5094730706762 9.43471389820371 10.8270369242821 9.76203994210928 12.4965163388667 7.99672674693202 10.3247360119871 11.291761805745 10.0642517002878 9.31927141319261 8.79734715874771 7.57222007669154 9.01423585205242 10.7225567037187 7.65715963632912 5.94297680940222 11.4783445953858 10.1129171275346 7.04223933572086 7.65175934109342 11.0791577249637 7.65499113092021 8.71424065748768 8.19291647267991 8.87156855991002 8.23264305022566 3.99722393527632 6.12860038871249 9.11519380983509 8.23940159610306 10.1994143835279 9.77211548096786 7.82996150663702 8.90170371100108 6.00660465504555 9.02250426932536 8.15100179009688
"Sample93" 8.60352775487189 8.09509885596197 6.94716835072098 10.5878123462339 8.01651087734785 10.76479478251 8.0506136168034 4.25985696168369 7.56648041297604 7.09420382744921 7.54523644546128 6.27975542992641 9.01974585171534 7.41224599695046 6.1189375215203 11.5120121241352 9.52336391138646 10.404038822915 10.0777702594423 9.40381205834238 8.1731476413124 4.13061523640313 10.7544980931576 9.98764413789708 9.1652694891622 11.2048903549694 7.04950369437184 10.5688197031849 9.80557749841301 9.23317752450643 9.23411575759451 5.84506150078657 8.02942617661437 12.218457772596 10.7055452724571 9.22332129095983 8.74539274441616 9.83439537041225 9.15716128010406 9.15065624475206 10.5248715143509 7.61995885415467 4.45667042181163 11.3652176920285 10.194499574567 7.26795867694099 8.32015520460025 10.6681569705069 7.93837722183351 8.20001939675079 9.57884053708557 8.47240310873881 7.94085758526425 2.79175143723407 5.6881696532776 8.3206588036538 7.40723376677859 10.718805070631 11.5278064335426 9.09032136467274 7.84998555441713 5.15115034444456 8.49136404522323 8.62876658932508
"Sample94" 9.33800247486619 7.94707986820086 6.81648247539858 10.1374229357343 7.1102883972179 13.9824659296907 7.25552526987542 6.87140869342223 6.06807330874712 11.2947613602768 10.5736665650561 6.73820867300698 8.65157340289056 8.3889661662071 4.42781816928271 11.6982738209579 9.29700023333865 9.59624967911084 11.0957809998117 7.38941012110369 8.25351445641518 5.26179635870868 13.0315983101063 6.68901575530946 9.17430186118059 10.8156980534606 7.2117825422055 11.8922015768034 9.76520902156718 10.1027270087109 9.33844141498732 13.2797359174491 8.37505432458882 10.4474714668418 12.6802820546267 10.3556888494028 8.96752492136111 9.60130159416837 8.14443052358119 9.72161225849297 10.216894390369 7.68848410617196 5.91335002388757 10.1248822339966 9.15208675689734 6.44804358436364 9.14137164783395 11.8528582403111 9.02776078305985 8.96926205907575 9.58231650568071 6.67331257752441 8.97137623985732 5.11462326940919 6.16078655602256 8.71740427145033 9.0743450420432 10.461368424557 10.2494331618814 8.79717478235457 8.72947171455574 5.30494895810423 7.0728055686721 8.08417997350135
"Sample95" 8.28709622555419 8.60644690314173 7.00837486197511 10.5312291989311 7.56106676355948 13.3235649625799 6.94373546450124 5.57741840405611 5.53529931386116 8.49659605911614 9.33654207395197 6.82522428539148 9.46561066550623 7.49398191671738 2.62117556202095 10.5022965747703 9.94827829034326 9.77577970007212 9.93118362359359 8.36518729590255 8.56943530119903 2.09096565804655 10.9884498053236 9.22152888602011 7.40428754376349 12.1250795659555 9.16593999399901 11.5221007760944 8.93725559609964 9.59296936542224 9.38373741081984 9.64676044586104 8.48594916955114 12.3101409173035 11.762945242784 9.82312215876503 8.5140057646833 10.7485964675567 8.13844103714639 9.53341626556795 10.8094202002424 7.44536350798488 5.91406597977006 11.1496911400263 9.57687368082513 7.36844876152808 8.89749680702506 11.4427047431267 7.929657416072 9.73200595653794 10.3960711634009 7.8188639278501 7.10654768499968 4.70757203641686 8.0403106492317 9.71022835412364 8.02390990579291 10.9171004694517 10.7118729288504 8.76608400890453 9.31706859462508 5.63294592165233 7.9022579911708 8.1377673709678
"Sample96" 9.78196571827422 7.66978945951708 6.49190792152579 9.85129768024831 7.98420569989602 9.968999599998 6.57807404630489 8.54418101097991 5.36292123382801 8.25308265115082 11.1985942108478 6.87708250026415 8.95885062422181 8.98696555907108 4.06510153146286 11.0378056282217 10.6176103563437 13.2433084782864 9.92805371857781 8.62140834652028 8.38559688294425 2.59164204515047 10.2958907953763 9.59197892251975 7.95378989706689 10.847645093193 5.39860484285298 10.0481618480572 9.69473444378959 10.0935014649826 9.00555263166112 12.701277158348 7.74115719645364 11.4633941375684 10.2577649024176 9.45262010978587 7.59955214904166 8.20975380422367 6.57431642913937 9.21617782545132 10.5931340791285 8.06702262418602 6.70594009769478 10.5043086701661 7.66116874789301 7.00895338276936 7.74025791083216 10.761327137229 7.06016315183302 7.96944076549927 9.03072572330276 7.19589606004343 8.26687138101271 3.08593828709343 8.0457750128386 8.72150500056303 6.82063139925799 10.2118408919348 10.4479116501912 8.40093218784389 7.3003023037516 6.56721824172141 8.23306400253339 4.72367086327933
"Sample97" 9.84675523375214 7.68741665915649 5.41052432369434 10.3739931447119 6.87713757692933 12.0903503888682 7.93324108233813 9.61981052942695 7.47492584106855 8.33229055096723 10.0196413033571 8.10657200815609 8.38253225194053 8.88847650851036 4.09035457338057 11.4126339652123 10.2887499029332 11.512289316067 10.6653752702546 8.17573073819773 8.17504123210102 3.2164116309883 10.3283073755543 7.89275373154503 11.116225202462 10.1273220042713 7.39526636266349 11.0204541233858 8.30063232353567 10.2264341960795 9.30211456835427 14.5357685621293 7.76401998464441 12.1589863769654 10.7123982755742 9.43188448254728 8.41388725377641 8.83560752747578 7.85201376751649 9.24439391736259 9.80262060703934 8.716848509255 4.43686180682096 10.1237014447234 10.2828880616587 7.66232856015311 7.54963546731434 10.7756607084462 7.36587151956275 7.95704932735689 9.25558367879389 7.15662483164192 8.60932372561984 3.62352373788884 7.85733599228488 8.80863780573798 7.89686127950206 10.3663407384975 11.1114139433065 8.74194036499196 8.28546471136431 6.07756173953329 7.82282757361827 9.90954377658403
"Sample98" 9.83178082261745 7.59915506776233 6.33902973872527 9.98371733528619 8.12463237291652 8.82336485723798 8.67500575929408 8.45437676617051 4.10365438013511 7.33793805783279 12.7799920775078 6.39280090131258 9.46424832143395 8.18992134473949 3.91228893063963 9.07068539978919 10.126683164299 10.6954167897014 10.0764700514757 8.38884201468179 8.54003140364805 1.1198247670376 8.96797090443636 9.03802874974258 8.73000312972566 10.3925699869326 6.13243719051747 10.9202207237859 9.34679709904886 10.6451282332615 8.88751896286278 12.1502124057731 8.35749595293953 12.8840917869009 11.2388612508591 10.0357512734432 8.07220893753958 9.57694603347577 7.33835439489046 8.82227011345122 10.9455138321979 7.39162627425874 5.26427197411838 11.6507598605233 10.3760816467959 7.10364773948856 7.94774785041467 11.1257511001227 7.68954711210269 8.47597474817545 9.33846300092816 6.948475675566 8.67526392822655 2.10258724157862 8.14360813713036 8.50457574711176 7.48803083463898 10.1626890084949 11.620386167438 9.20931184359337 7.33031331663759 4.9650343559242 7.01334761935714 8.06414868101891
"Sample99" 10.1735124540596 7.48314038909295 6.14852206376836 9.75914717430332 8.34825332595444 10.5341233694756 7.00543167900763 5.06347492711123 5.06247887847717 7.40983317352988 10.1826677517481 6.09727112635587 9.52460651236068 8.99966283393965 2.83748292045815 11.9663759295464 9.98469623776937 12.3061544459131 10.6569397991202 8.52006532403812 8.42590253469203 1.33590057441121 10.5818175071324 9.50002820668879 9.86838423632052 10.2829022086718 8.20295478498892 10.2021826638599 8.71367448728417 9.21591835500281 9.49996018418839 10.6391361411972 7.66320018125149 10.312237872631 10.1087645528639 9.95640926882293 8.17087140895734 9.02570023480551 7.77085984295412 8.86410687551808 11.2098921419273 7.32930966212129 6.553341461815 10.9720746825073 8.38638816831241 7.23466583138833 8.01922226280153 9.85899529787738 6.75471142692424 7.40358959047835 9.22825789780834 7.92868030084401 8.58946208229789 2.18707607945089 5.94742563575066 7.91756612725848 7.4561194117124 9.61078991015927 10.4132210013388 8.54684060391619 7.63106896403535 4.13332662205555 7.67984885453724 8.36740141888012
